RegionID,SizeRank,RegionName,RegionType,StateName,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,2023-06-30,2023-07-31,2023-08-31,2023-09-30,2023-10-31,2023-11-30,2023-12-31,2024-01-31,2024-02-29,2024-03-31,2024-04-30,2024-05-31,2024-06-30,2024-07-31,2024-08-31,2024-09-30
394764,489,"Lake City, FL",msa,FL,147118.0,140978.0,135122.0,126023.0,134019.0,133368.0,130565.0,128715.0,133218.0,146464.0,149635.0,155877.0,155437.0,148829.0,148435.0,151353.0,163742.0,167033.0,160359.0,163654.0,160494.0,184438.0,176574.0,186539.0,174092.0,174301.0,181349.0,185222.0,189498.0,177543.0,182381.0,184634.0,188154.0,198988.0,201203.0,208372.0,206295.0,219283.0,225510.0,218244.0,214279.0,210167.0,210817.0,218448.0,226936.0,232216.0,231071.0,231734.0,229085.0,224806.0,215092.0,215630.0,212573.0,219759.0,225679.0,219377.0,215421.0,217247.0,235884.0,233240.0,238368.0,232881.0,246781.0,240148.0,251725.0,254353.0,256090.0,240996.0,236054.0,240497.0,251825.0,270492.0,269803.0,258592.0
394752,490,"Klamath Falls, OR",msa,OR,170388.0,171710.0,159117.0,161178.0,162727.0,167582.0,165793.0,173814.0,186733.0,187885.0,189645.0,182427.0,181839.0,180652.0,179485.0,183746.0,186762.0,202495.0,204614.0,203191.0,193879.0,200031.0,205265.0,209904.0,214073.0,212333.0,220678.0,219567.0,225711.0,224838.0,234353.0,242195.0,244022.0,241241.0,245802.0,263927.0,275360.0,286402.0,285331.0,284545.0,274361.0,264560.0,251121.0,259686.0,264478.0,290192.0,279622.0,282755.0,277527.0,288405.0,285403.0,272217.0,263815.0,270424.0,294082.0,298783.0,293648.0,292156.0,302373.0,303471.0,288431.0,283689.0,276123.0,293105.0,281257.0,286465.0,271138.0,288656.0,302503.0,307764.0,302896.0,287348.0,288573.0,288538.0
394877,491,"Morehead City, NC",msa,NC,246707.0,238690.0,240376.0,247746.0,251960.0,245127.0,241890.0,249948.0,262168.0,260093.0,265955.0,267518.0,271620.0,264971.0,264815.0,256872.0,261394.0,256165.0,266108.0,255014.0,263132.0,254407.0,267595.0,271405.0,288393.0,291453.0,295385.0,311661.0,340946.0,352323.0,346410.0,327232.0,317759.0,322954.0,333226.0,338608.0,328201.0,325540.0,336264.0,342007.0,347564.0,348979.0,365073.0,370592.0,382289.0,382684.0,379075.0,380937.0,381865.0,397725.0,385317.0,390776.0,397914.0,388662.0,375785.0,377453.0,422253.0,430503.0,420682.0,406873.0,415277.0,432488.0,430137.0,435918.0,420906.0,438566.0,473177.0,498156.0,507082.0,471862.0,456212.0,431861.0,433042.0,439278.0
394472,492,"Clearlake, CA",msa,CA,246206.0,245286.0,245228.0,236955.0,231224.0,233447.0,248400.0,246768.0,247643.0,242909.0,246941.0,238180.0,237806.0,241443.0,249779.0,255409.0,250746.0,247028.0,239901.0,250106.0,260016.0,267490.0,269458.0,274577.0,280906.0,285228.0,292619.0,295687.0,291879.0,281179.0,287060.0,295089.0,312469.0,323678.0,322674.0,324998.0,318246.0,328406.0,328737.0,323635.0,328744.0,327605.0,346943.0,346500.0,350558.0,342982.0,335970.0,330234.0,322136.0,323190.0,328612.0,325227.0,322221.0,312210.0,314067.0,314447.0,312863.0,331142.0,332965.0,335046.0,311992.0,291549.0,294704.0,299232.0,314889.0,312223.0,301102.0,295757.0,305327.0,316792.0,325940.0,322152.0,323476.0,317869.0
395027,494,"Roanoke Rapids, NC",msa,NC,89280.0,93291.0,84859.0,93276.0,87891.0,86771.0,96168.0,102642.0,108264.0,95748.0,101136.0,106434.0,109774.0,109800.0,104704.0,102046.0,97044.0,102655.0,103299.0,98539.0,100354.0,96031.0,105715.0,95895.0,98117.0,97494.0,113371.0,122634.0,122499.0,107131.0,105695.0,102464.0,106358.0,98411.0,104982.0,116617.0,124233.0,117645.0,111271.0,105323.0,126340.0,124696.0,121535.0,104308.0,100588.0,111364.0,113625.0,122713.0,118615.0,122960.0,115346.0,120087.0,107147.0,116750.0,110237.0,120501.0,116879.0,125404.0,122410.0,121039.0,114678.0,98883.0,101524.0,99406.0,114487.0,103500.0,121453.0,114980.0,123641.0,124889.0,123815.0,105230.0,93024.0,109625.0
394587,495,"Farmington, MO",msa,MO,118307.0,117017.0,116862.0,120245.0,124043.0,126465.0,126571.0,126615.0,122602.0,121561.0,116779.0,119212.0,123469.0,126565.0,138642.0,134297.0,139417.0,141026.0,142690.0,140114.0,131047.0,131500.0,130787.0,133886.0,136252.0,141245.0,144589.0,153779.0,157193.0,158073.0,157913.0,155259.0,164114.0,155680.0,151708.0,141666.0,145140.0,147704.0,149506.0,154781.0,158996.0,163871.0,174040.0,179736.0,178172.0,168890.0,162144.0,154706.0,158410.0,164273.0,171082.0,165777.0,160166.0,154040.0,148520.0,147367.0,151089.0,164724.0,170363.0,177718.0,182682.0,188711.0,188530.0,176969.0,178963.0,177760.0,187566.0,184856.0,185311.0,179431.0,179822.0,184665.0,195262.0,200965.0
394897,496,"Muskogee, OK",msa,OK,95608.0,100772.0,98447.0,93174.0,82813.0,86279.0,83088.0,85975.0,92559.0,100818.0,107550.0,112574.0,112543.0,110574.0,109434.0,117160.0,120032.0,111244.0,104663.0,100986.0,111546.0,113054.0,116981.0,111016.0,115244.0,126702.0,129461.0,122468.0,117852.0,122586.0,139425.0,141732.0,144083.0,131057.0,125491.0,124235.0,136994.0,135151.0,133166.0,126992.0,133558.0,137112.0,145070.0,141613.0,145598.0,147121.0,148663.0,143994.0,145489.0,150603.0,148856.0,149401.0,149718.0,158239.0,146622.0,146087.0,137007.0,140793.0,147166.0,155577.0,159246.0,150966.0,141961.0,148459.0,148401.0,150618.0,151203.0,156809.0,155081.0,144006.0,141080.0,152865.0,158526.0,157560.0
394826,497,"Marion, IN",msa,IN,90650.0,90832.0,89562.0,87678.0,85910.0,93920.0,97514.0,96746.0,84234.0,82439.0,84729.0,89249.0,93339.0,91066.0,93019.0,94064.0,100109.0,102096.0,95273.0,90787.0,91978.0,97388.0,101657.0,103192.0,100324.0,105456.0,102551.0,109892.0,106162.0,102280.0,94567.0,95994.0,100461.0,98681.0,99195.0,104924.0,119420.0,119087.0,119321.0,117172.0,120689.0,125609.0,123067.0,125407.0,121164.0,122061.0,120001.0,126105.0,122809.0,121381.0,118434.0,123009.0,123398.0,121697.0,128705.0,129451.0,131245.0,121911.0,124346.0,121962.0,126952.0,134910.0,133240.0,131639.0,133094.0,142546.0,143783.0,137001.0,143193.0,148668.0,154535.0,148503.0,143579.0,143530.0
394586,498,"Faribault, MN",msa,MN,211181.0,208047.0,211917.0,210420.0,217553.0,221053.0,215990.0,217255.0,210372.0,220903.0,228623.0,232303.0,231607.0,232364.0,230355.0,235182.0,237051.0,231434.0,230941.0,225955.0,241652.0,243030.0,252823.0,252438.0,246948.0,237164.0,235970.0,240021.0,254867.0,262496.0,271508.0,260228.0,262823.0,257159.0,272749.0,270415.0,283528.0,276299.0,282725.0,274858.0,280638.0,269164.0,273985.0,275803.0,280591.0,277319.0,279463.0,281164.0,278367.0,277170.0,279811.0,279785.0,265141.0,249266.0,253642.0,275902.0,295081.0,309613.0,299654.0,294250.0,281496.0,294614.0,306881.0,310918.0,286723.0,294553.0,292506.0,309348.0,296347.0,307207.0,306147.0,326130.0,325148.0,330367.0
394829,500,"Marquette, MI",msa,MI,150549.0,146745.0,142754.0,160373.0,155013.0,150919.0,136187.0,147534.0,158765.0,165094.0,161675.0,162928.0,160156.0,162224.0,161274.0,164401.0,167350.0,164865.0,163959.0,162066.0,169913.0,173467.0,181129.0,178504.0,173133.0,169548.0,171903.0,173650.0,177442.0,175868.0,167639.0,154404.0,147824.0,159822.0,170143.0,178839.0,175207.0,167122.0,168907.0,175680.0,181395.0,176107.0,166087.0,168771.0,182500.0,192919.0,191311.0,182823.0,177850.0,190195.0,187778.0,185045.0,162438.0,157346.0,171391.0,189694.0,190707.0,190646.0,192350.0,225195.0,238768.0,238108.0,223709.0,224579.0,230984.0,252034.0,247753.0,239145.0,209846.0,200574.0,205791.0,221287.0,229909.0,236559.0
